Address,postalCode,Property type,Post town name,County area name,Region name,UPRN,Amount,Amount per week,Price actual,Price max,Price min,Number of rooms,Number of Bath,Reception,Square foot,EPC Rating,Nearby Stations,Nearby Schools,Longitude,Latitude,Council tax ,Listing URL,LODGEMENT_ID,POSTCODE,BUILDING_ID,CURRENT_ENER_RATING,POTENTIAL_ENER_RATING,CURRENT_ENER_EFFICIENCY,POTENTIAL_ENERGY_EFFICIENCY,PROPERTY_TYPE,BUILT_FORM,INSPECTION_DATE,LAD_CD,COUNTY,LODGEMENT_DATE,TRANSACTION_TYPE,ENV_IMP_CURR,ENV_IMP_POTENT,ENERGY_CONSUM_CURR,ENERGY_CONSUM_POTEN,CO2_EMISS_CURR,CO2_EMISS_CURR_PER_FLOOR,CO2_EMISS_POTENT,SQM_TOTAL,ENERGY_TARIFF,FLOOR_LEVEL,GLAZED_TYPE,ROOMS_HABITABLE,LOW_ENERGY_LIGHTING,FIREPLACES_OPEN,FLOOR_DESCRIPTION,FLOOR_ENERGY_EFF,FLOOR_ENV_EFF,WINDOWS_DESCRIPTION,WINDOWS_ENERGY_EFF,WINDOWS_ENV_EFF,WALLS_DESCRIPTION,WALLS_ENERGY_EFF,WALLS_ENV_EFF,ROOF_DESCRIPTION,ROOF_ENERGY_EFF,ROOF_ENV_EFF,MAINHEAT_DESCRIPTION,MAINHEAT_ENERGY_EFF,MAINHEAT_ENV_EFF,MAINHEATCONT_DESCRIPTION,MAINHEATC_ENERGY_EFF,MAINHEATC_ENV_EFF,LIGHTING_DESCRIPTION,LIGHTING_ENERGY_EFF,LIGHTING_ENV_EFF,HEAT_LOSS_CORRIDOR,PHOTO_SUPPLY,SOLAR_WATER_HEATING_FLAG,MECHANICAL_VENTILATION,ADDRESS,LAD_NM,POSTTOWN,CONSTRUCTION_AGE,TENURE,UPRN_SOURCE,Source Folder
"Brooklands Lane, Seacroft, Leeds LS14",LS14 6QG,flat,Leeds,West Yorkshire,Yorkshire and The Humber,72029894,750,173.08,750,800,700,1,,,,D,"Cross Gates
1.3 miles, Leeds
3.5 miles, Garforth
4 miles, Burley Park
4.4 miles","Beechwood Primary School
0.2 miles, Bishop Young Church of England Academy
0.2 miles, Our Lady of Good Counsel Catholic Primary School
0.5 miles, Leeds East Academy
0.5 miles",-1.471782,53.818943,,https://www.zoopla.co.uk/to-rent/details/69534490/,96d3c93d6cdb361a0554ec4c047ea91a3ba3a98235c1124c8657b7a0c7d50f94,LS14 6QG,10002308355,D,C,66,71,Flat,Semi-Detached,18/02/2022,E08000035,,44611,rental,68,74,276,225,2.3,48,1.9,48,Single,0,"double glazing, unknown install date",2,33,0,"Solid, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Average,Average,(another dwelling above),,,"Boiler and radiators, mains gas",Good,Good,"Programmer, TRVs and bypass",Average,Average,Low energy lighting in 33% of fixed outlets,Average,Average,no corridor,0,N,natural,48 Brooklands Lane,Leeds,LEEDS,England and Wales: 1950-1966,Rented (private),Energy Assessor,domestic-E08000035-Leeds
"Brooklands Lane, Seacroft, Leeds LS14",LS14 6QG,flat,Leeds,West Yorkshire,Yorkshire and The Humber,72029894,750,173.08,750,800,700,1,,,,D,"Cross Gates
1.3 miles, Leeds
3.5 miles, Garforth
4 miles, Burley Park
4.4 miles","Beechwood Primary School
0.2 miles, Bishop Young Church of England Academy
0.2 miles, Our Lady of Good Counsel Catholic Primary School
0.5 miles, Leeds East Academy
0.5 miles",-1.471782,53.818943,,https://www.zoopla.co.uk/to-rent/details/69534490/,4.30E+32,LS14 6QG,1596902768,F,E,38,39,Flat,Semi-Detached,02/02/2010,E08000035,,40211,marketed sale,57,58,413,405,3,62,2.9,47.94,Single,Ground,"double glazing, unknown install date",2,40,0,"Solid, no insulation (assumed)",,,Partial double glazing,Poor,Poor,"Cavity wall, filled cavity",Good,Good,(another dwelling above),,,"Room heaters, electric",Very Poor,Poor,No thermostatic control of room temperature,Poor,Poor,Low energy lighting in 40% of fixed outlets,Average,Average,no corridor,0,N,natural,"48, Brooklands Lane",Leeds,LEEDS,England and Wales: 1950-1966,owner-occupied,Address Matched,domestic-E08000035-Leeds
"Castlereagh Street, Barnsley, South Yorkshire S70",S70 1BA,end_terrace,Barnsley,South Yorkshire,Yorkshire and The Humber,1.00E+11,750,173.08,750,800,700,3,1,1,,D,"Barnsley
0.4 miles, Dodworth
1.9 miles, Darton
3.3 miles, Silkstone Common
3.4 miles","Barnsley College
0.1 miles, Joseph Locke Primary School
0.3 miles, Shawlands Primary School
0.3 miles, Holy Rood Catholic Primary School
0.3 miles",-1.484703,53.55011,A,https://www.zoopla.co.uk/to-rent/details/61952491/,bce6b38d4cabc3297c303eb104cd0f55de2f11e3071ba2581704b52e553f7178,S70 1BA,10000774580,D,B,56,82,House,Mid-Terrace,24/02/2021,E08000016,,44252,marketed sale,48,79,336,138,5.4,59,2.3,92,off-peak 7 hour,,"double glazing, unknown install date",5,50,0,"To unheated space, no insulation (assumed)",,,Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Poor,Poor,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, no room thermostat",Very Poor,Very Poor,Low energy lighting in 50% of fixed outlets,Good,Good,,0,N,natural,"94 CASTLEREAGH STREET, BARNSLEY",Barnsley,BARNSLEY,England and Wales: 1900-1929,Owner-occupied,Energy Assessor,domestic-E08000016-Barnsley
"Law Russell House, 63 Vicar Lane, Bradford, West Yorkshire BD1",BD1 5BN,flat,Bradford,West Yorkshire,Yorkshire and The Humber,10093448520,625,144.23,625,700,600,1,1,1,,E,"Bradford Interchange
0.2 miles, Bradford Forster Square
0.3 miles, Frizinghall
2 miles, New Pudsey
2.8 miles","Training and Skills Centre
0.3 miles, New College Bradford
0.4 miles, Barkerend Primary Leadership Academy
0.5 miles, Rainbow Primary Leadership Academy
0.5 miles",-1.747085,53.794204,,https://www.zoopla.co.uk/to-rent/details/62154382/,1.63E+33,BD1 5BN,1404808578,E,E,52,52,Flat,Detached,20/02/2018,E08000032,,43241,new dwelling,57,57,373,373,3.1,63,3.1,48,standard tariff,top floor,NO DATA!,,100,0,(other premises below),,,High performance glazing,Very Good,Very Good,Average thermal transmittance 0.51 W/m-Â¦K,Good,Good,Average thermal transmittance 0.18 W/m-Â¦K,Good,Good,"Room heaters, electric",Very Poor,Poor,Programmer and room thermostats,Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,NO DATA!,,,NO DATA!,"Flat 61, 63, Vicar Lane",Bradford,BRADFORD,NO DATA!,unknown,Address Matched,domestic-E08000032-Bradford
"West Wold, Swanland, North Ferriby HU14",HU14 3PT,detached,North Ferriby,East Riding of Yorkshire,Yorkshire and The Humber,10095316944,1895,437.31,1895,2000,1750,3,3,2,1292,B,"Ferriby
1.3 miles, Hessle
2.7 miles, Brough
3.3 miles, Barton-on-Humber
4 miles","Swanland Primary School
0.4 miles, North Ferriby Church of England Voluntary Controlled Primary School
1 miles, South Hunsley School and Sixth Form College
2 miles, St Anne's School and Sixth Form College
2 miles",-0.500432,53.735649,,https://www.zoopla.co.uk/to-rent/details/69415984/,742854bcab1962d8c52a152dc28cf21e31d984dab61155ce440c7e12777e701c,HU14 3PT,10001361614,B,B,84,84,House,Detached,22/09/2021,E06000011,,44461,new dwelling,84,84,91,91,1.9,16,1.9,120,standard tariff,,,,100,0,Average thermal transmittance 0.18 W/m-Â¦K,Very Good,Very Good,High performance glazing,Very Good,Very Good,Average thermal transmittance 0.28 W/m-Â¦K,Very Good,Very Good,Average thermal transmittance 0.11 W/m-Â¦K,Very Good,Very Good,"Boiler and radiators, mains gas",Good,Good,Time and temperature zone control,Very Good,Very Good,Low energy lighting in all fixed outlets,Very Good,Very Good,,,,,15 West Wold,East Riding of Yorkshire,Swanland,2021,Not defined - use in the case of a new dwelling for which the intended tenure in not known. It is not to be used for an existing dwelling,Address Matched,domestic-E06000011-East-Riding-of-Yorkshire
"Clarendon Road, Leeds LS2",LS2 9PE,studio,Leeds,West Yorkshire,Yorkshire and The Humber,72043790,729,168.23,729,800,700,1,,,,,"Leeds
0.7 miles, Burley Park
1 miles, Headingley
1.8 miles, Cottingley
2.7 miles","Luminate Education Group
0.2 miles, Rosebank Primary School
0.4 miles, Blenheim Primary School
0.5 miles, Notre Dame Catholic Sixth Form College
0.6 miles",-1.558238,53.803231,,https://www.zoopla.co.uk/to-rent/details/68823418/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wellington Street, Leeds LS1",LS1 4DL,flat,Leeds,West Yorkshire,Yorkshire and The Humber,72811109,1396,322.15,1396,1500,1250,1,1,,,,"Leeds
0.2 miles, Burley Park
1.5 miles, Headingley
2.3 miles, Cottingley
2.4 miles","Leeds Mathematics School
0.4 miles, Luminate Education Group
0.4 miles, Rosebank Primary School
0.8 miles, Blenheim Primary School
0.8 miles",-1.552664,53.796236,,https://www.zoopla.co.uk/to-rent/details/68173331/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vicar Lane, The Chimes S1",S1 2EH,flat,Sheffield,South Yorkshire,Yorkshire and The Humber,10013162156,945,218.08,945,1000,900,2,2,1,829,D,"Sheffield
0.5 miles, Darnall
2.5 miles, Meadowhall
3.3 miles, Dore & Totley
4.3 miles","Netherthorpe Primary School
0.5 miles, Springfield Primary School
0.6 miles, UTC Sheffield City Centre
0.6 miles, Bethany School
0.6 miles",-1.470405,53.383325,,https://www.zoopla.co.uk/to-rent/details/69533923/,4.89E+32,S1 2EH,4069226768,D,C,56,74,Flat,Detached,21/05/2010,E08000019,,40319,rental (private),66,65,265,276,3.1,40,3.2,76.819,dual,1st,double glazing installed during or after 2002,3,25,0,(other premises below),,,Fully double glazed,Good,Good,"Cavity wall, as built, insulated (assumed)",Good,Good,(another dwelling above),,,"Room heaters, electric",Very Poor,Poor,Programmer and appliance thermostats,Good,Good,Low energy lighting in 25% of fixed outlets,Average,Average,heated corridor,0,N,natural,"Apartment 30 The Chimes, 20, Vicar Lane",Sheffield,SHEFFIELD,England and Wales: 2003-2006,rental (private),Address Matched,domestic-E08000019-Sheffield
"Vicar Lane, The Chimes S1",S1 2EH,flat,Sheffield,South Yorkshire,Yorkshire and The Humber,10013162156,945,218.08,945,1000,900,2,2,1,829,D,"Sheffield
0.5 miles, Darnall
2.5 miles, Meadowhall
3.3 miles, Dore & Totley
4.3 miles","Netherthorpe Primary School
0.5 miles, Springfield Primary School
0.6 miles, UTC Sheffield City Centre
0.6 miles, Bethany School
0.6 miles",-1.470405,53.383325,,https://www.zoopla.co.uk/to-rent/details/69533923/,4.89E+32,S1 2EH,4069226768,D,C,62,72,Flat,Enclosed Mid-Terrace,13/03/2020,E08000019,,43903,rental (private),57,58,298,290,3.9,50,3.8,77,Unknown,1st,double glazing installed during or after 2002,4,100,0,(other premises below),NO DATA!,,Fully double glazed,Good,Good,"Cavity wall, as built, insulated (assumed)",Good,Good,(another dwelling above),,,"Room heaters, electric",Very Poor,Poor,Programmer and appliance thermostats,Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,heated corridor,,N,"mechanical, supply and extract","Apartment 30 The Chimes, 20, Vicar Lane",Sheffield,SHEFFIELD,England and Wales: 2007 onwards,rental (private),Address Matched,domestic-E08000019-Sheffield
"Bingley Road, Bradford BD9",BD9 6FH,flat,,West Yorkshire,Yorkshire and The Humber,10096085341,585,135,585,600,500,1,1,1,,B,"Frizinghall
1.7 miles, Saltaire
1.9 miles, Shipley (Yorks)
2 miles, Bradford Forster Square
2.5 miles","Beckfoot Heaton Primary
0.2 miles, Chellow Heights Special School
0.3 miles, High Park School
0.3 miles, Beckfoot Upper Heaton
0.4 miles",-1.808573935,53.8131751,,https://www.zoopla.co.uk/to-rent/details/69533692/,9ad319a071e624c7f86f5ed12302be683476052472cdf3586dbbcd238d9bb308,BD9 6FH,10006207221,B,B,84,84,Flat,Mid-Terrace,10/06/2024,E08000032,,45453,new dwelling,87,87,130,130,0.8,22,0.8,36,standard tariff,2,,,100,0,(other premises below),,,High performance glazing,Very Good,Very Good,Average thermal transmittance 0.23 W/m-Â¦K,Very Good,Very Good,(other premises above),,,"Room heaters, electric",Very Poor,Poor,Programmer and appliance thermostats,Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,,,,,"Apartment 142, The Printworks, Bingley Road",Bradford,Bradford ,2023,Not defined - use in the case of a new dwelling for which the intended tenure in not known. It is not to be used for an existing dwelling,Address Matched,domestic-E08000032-Bradford
"Scrooby Top, Scrooby Top, Doncaster DN10",DN10 6AY,terraced,Doncaster,South Yorkshire,Yorkshire and The Humber,10013975798,525,121.15,525,600,500,2,1,1,,E,"Retford
6.1 miles, Worksop
7.1 miles, Shireoaks
7.8 miles, Kiveton Park
9.9 miles","Ranskill Primary School
0.6 miles, The Primary School of St Mary and St Martin
2 miles, Mattersey Primary School
2 miles, St Patrick's Catholic Primary School
2 miles",-1.01821,53.393002,,https://www.zoopla.co.uk/to-rent/details/69533491/,4.84E+32,DN10 6AY,2997485768,E,D,54,57,House,Mid-Terrace,11/05/2010,E07000171,Nottinghamshire,40310,rental (private),40,43,575,539,4.7,88,4.4,54.15,dual,NO DATA!,not defined,4,100,0,"Solid, no insulation (assumed)",,,Single glazed,Very Poor,Very Poor,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 150 mm loft insulation",Good,Good,Electric storage heaters,Poor,Very Poor,Manual charge control,Poor,Poor,Low energy lighting in all fixed outlets,Very Good,Very Good,NO DATA!,0,N,natural,"4 Scrooby Top Cottages, Scrooby Top",Bassetlaw,DONCASTER,England and Wales: before 1900,rental (private),Address Matched,domestic-E07000171-Bassetlaw
"Kings Avenue, Leeds, West Yorkshire LS6",LS6 1QS,terraced,Leeds,West Yorkshire,Yorkshire and The Humber,72110800,1820,420,1820,2000,1750,4,2,1,,C,"Burley Park
0.5 miles, Leeds
1.2 miles, Headingley
1.3 miles, Kirkstall Forge
2.3 miles","Rosebank Primary School
0.2 miles, Burley St Matthias Church of England Voluntary Controlled Primary School
0.5 miles, Brudenell Primary School
0.5 miles, Luminate Education Group
0.6 miles",-1.569534,53.806346,,https://www.zoopla.co.uk/to-rent/details/66651302/,3.24E+32,LS6 1QS,6141364668,C,B,73,85,House,Mid-Terrace,26/06/2020,E08000035,,44013,rental (private),70,83,186,107,3.4,33,2,104,Single,NODATA!,"double glazing, unknown install date",8,100,0,"Solid, no insulation (assumed)",NO DATA!,,Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Poor,Poor,"Roof room(s), insulated (assumed)",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,NO DATA!,,N,natural,"5, Kings Avenue",Leeds,LEEDS,England and Wales: 1900-1929,rental (private),Address Matched,domestic-E08000035-Leeds
"Kings Avenue, Leeds, West Yorkshire LS6",LS6 1QS,terraced,Leeds,West Yorkshire,Yorkshire and The Humber,72110800,1820,420,1820,2000,1750,4,2,1,,C,"Burley Park
0.5 miles, Leeds
1.2 miles, Headingley
1.3 miles, Kirkstall Forge
2.3 miles","Rosebank Primary School
0.2 miles, Burley St Matthias Church of England Voluntary Controlled Primary School
0.5 miles, Brudenell Primary School
0.5 miles, Luminate Education Group
0.6 miles",-1.569534,53.806346,,https://www.zoopla.co.uk/to-rent/details/66651302/,3.24E+32,LS6 1QS,6141364668,D,C,68,70,House,Mid-Terrace,09/07/2009,E08000035,,40003,rental (private),62,65,271,255,3.3,45,3.1,73.06,Single,NO DATA!,double glazing installed during or after 2002,10,100,0,"Suspended, no insulation (assumed)",,,Fully double glazed,Good,Good,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, TRVs and bypass",Poor,Poor,Low energy lighting in all fixed outlets,Very Good,Very Good,NO DATA!,0,N,natural,"5, Kings Avenue",Leeds,LEEDS,England and Wales: 1900-1929,rental (private),Address Matched,domestic-E08000035-Leeds
"Flat 3, Albert Avenue, Hull HU3",HU3 6PG,flat,Hull,East Riding of Yorkshire,Yorkshire and The Humber,21123518,795,183.46,795,800,700,1,1,1,,C,"Hull
1.3 miles, Cottingham
2.7 miles, New Holland
3.1 miles, Hessle
3.3 miles","Paisley Primary School
0.1 miles, St George's Primary School
0.3 miles, Wheeler Primary School
0.4 miles, The Boulevard Academy
0.5 miles",-0.378188,53.746064,,https://www.zoopla.co.uk/to-rent/details/69532853/,7d1a1a7704750aeb8863be5026a89e2daa72928dceb4602a868fcbec0cea54a1,HU3 6PG,10001962244,E,C,39,80,Flat,Mid-Terrace,11/10/2021,E06000010,,44518,rental,46,84,476,130,3.7,81,1,45,Single,1,"double glazing, unknown install date",2,100,0,(another dwelling below),,,Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 100 mm loft insulation",Average,Average,"Room heaters, electric",Very Poor,Poor,Programmer and appliance thermostats,Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,heated corridor,0,N,natural,"Flat 3, 81 Albert Avenue","Kingston upon Hull, City of",HULL,England and Wales: 1900-1929,Rented (private),Energy Assessor,domestic-E06000010-Kingston-upon-Hull-City-of
"Flat 3, Albert Avenue, Hull HU3",HU3 6PG,flat,Hull,East Riding of Yorkshire,Yorkshire and The Humber,21123518,795,183.46,795,800,700,1,1,1,,C,"Hull
1.3 miles, Cottingham
2.7 miles, New Holland
3.1 miles, Hessle
3.3 miles","Paisley Primary School
0.1 miles, St George's Primary School
0.3 miles, Wheeler Primary School
0.4 miles, The Boulevard Academy
0.5 miles",-0.378188,53.746064,,https://www.zoopla.co.uk/to-rent/details/69532853/,b849423091e37f01f41f9b37f0d2a58876f9e78cc083d1edc4f1757d6c42270c,HU3 6PG,10002362747,C,C,79,79,Flat,Mid-Terrace,13/01/2022,E06000010,,44575,rental,83,83,145,145,1.1,25,1.1,43,Single,1,"double glazing, unknown install date",1,100,0,(another dwelling below),,,Fully double glazed,Average,Average,"Solid brick, with internal insulation",Good,Good,"Pitched, 400+ mm loft insulation",Very Good,Very Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,no corridor,0,N,natural,"Flat 3, 81 Albert Avenue, Anlaby Road","Kingston upon Hull, City of",HULL,England and Wales: 1900-1929,Rented (private),Energy Assessor,domestic-E06000010-Kingston-upon-Hull-City-of
"Halifax Road, Staincliffe, Dewsbury WF13",WF13 4AA,flat,Dewsbury,West Yorkshire,Yorkshire and The Humber,83151164,875,201.92,875,900,800,2,1,1,,C,"Dewsbury
0.8 miles, Batley
1 miles, Ravensthorpe
1.9 miles, Mirfield
2.9 miles","St Joseph's Catholic Primary Academy
0.09 miles, Carlton Junior and Infant School
0.3 miles, The Branch Christian School
0.4 miles, Purlwell Infant and Nursery School
0.4 miles",-1.645031,53.702187,,https://www.zoopla.co.uk/to-rent/details/69532778/,1.18E+32,WF13 4AA,8464298468,C,C,77,78,Flat,End-Terrace,18/01/2012,E08000034,,40926,marketed sale,81,82,134,126,1.5,25,1.4,59.425,Unknown,Ground,double glazing installed during or after 2002,3,33,0,"Suspended, insulated (assumed)",,,Fully double glazed,Good,Good,"Sandstone, as built, insulated (assumed)",Good,Good,"Flat, insulated (assumed)",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 33% of fixed outlets,Average,Average,no corridor,0,,natural,"Flat 1, 9b, Halifax Road, Staincliffe",Kirklees,DEWSBURY,England and Wales: 2007 onwards,owner-occupied,Address Matched,domestic-E08000034-Kirklees
"Halifax Road, Staincliffe, Dewsbury WF13",WF13 4AA,flat,Dewsbury,West Yorkshire,Yorkshire and The Humber,83151164,875,201.92,875,900,800,2,1,1,,C,"Dewsbury
0.8 miles, Batley
1 miles, Ravensthorpe
1.9 miles, Mirfield
2.9 miles","St Joseph's Catholic Primary Academy
0.09 miles, Carlton Junior and Infant School
0.3 miles, The Branch Christian School
0.4 miles, Purlwell Infant and Nursery School
0.4 miles",-1.645031,53.702187,,https://www.zoopla.co.uk/to-rent/details/69532778/,1.18E+32,WF13 4AA,8464298468,E,E,45,47,Flat,Detached,13/06/2010,E08000034,,40342,marketed sale,45,46,415,406,5.1,68,5,74.399,Single,1st,double glazing installed before 2002,3,0,0,(other premises below),,,Partial double glazing,Poor,Poor,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Very Good,Very Good,Room thermostat only,Poor,Poor,No low energy lighting,Very Poor,Very Poor,no corridor,0,N,natural,"Flat 1, 9b, Halifax Road, Staincliffe",Kirklees,DEWSBURY,England and Wales: before 1900,owner-occupied,Address Matched,domestic-E08000034-Kirklees
"Halifax Road, Staincliffe, Dewsbury WF13",WF13 4AA,flat,Dewsbury,West Yorkshire,Yorkshire and The Humber,83151164,875,201.92,875,900,800,2,1,1,,C,"Dewsbury
0.8 miles, Batley
1 miles, Ravensthorpe
1.9 miles, Mirfield
2.9 miles","St Joseph's Catholic Primary Academy
0.09 miles, Carlton Junior and Infant School
0.3 miles, The Branch Christian School
0.4 miles, Purlwell Infant and Nursery School
0.4 miles",-1.645031,53.702187,,https://www.zoopla.co.uk/to-rent/details/69532778/,d853e6cad79bd01bec3be5c0f5ccc625c6a5f2e7176543f943c15f54cf3410cc,WF13 4AA,10005943923,C,C,70,79,Flat,End-Terrace,16/04/2024,E08000034,,45411,marketed sale,68,81,226,137,2.6,40,1.6,66,Unknown,0,"double glazing, unknown install date",4,100,0,"Solid, no insulation (assumed)",,,Fully double glazed,Average,Average,"Sandstone or limestone, as built, no insulation (assumed)",Very Poor,Very Poor,(another dwelling above),,,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,no corridor,0,N,natural,"Flat 1, 9b Halifax Road, Staincliffe",Kirklees,DEWSBURY,England and Wales: before 1900,Owner-occupied,Energy Assessor,domestic-E08000034-Kirklees
"White Rose Way, Garforth, Leeds, West Yorkshire LS25",LS25 2EF,studio,Leeds,West Yorkshire,Yorkshire and The Humber,72544207,700,161.54,700,700,700,1,1,,,D,"Garforth
0.2 miles, East Garforth
0.3 miles, Micklefield
2.2 miles, Cross Gates
3.1 miles","St Benedict's Catholic Primary School
0.3 miles, East Garforth Primary Academy
0.4 miles, Ninelands Primary School
0.4 miles, Green Lane Primary Academy
0.6 miles",-1.376292,53.795189,,https://www.zoopla.co.uk/to-rent/details/69532721/,2.41E+32,LS25 2EF,4401198568,D,C,66,72,Flat,Detached,09/03/2009,E08000035,,39881,rental (private),67,73,292,239,2.5,44,2.1,57.2,dual,1st,double glazing installed before 2002,2,100,0,(other premises below),,,Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,(another dwelling above),,,Electric underfloor heating,Poor,Very Poor,"Programmer, no room thermostat",Very Poor,Very Poor,Low energy lighting in all fixed outlets,Very Good,Very Good,no corridor,0,N,natural,"21a, White Rose Way, Garforth",Leeds,LEEDS,England and Wales: 1967-1975,rental (private),Address Matched,domestic-E08000035-Leeds
